filesize,sha3_512
9162646,004b73291701f3149c3dfc2e502ec6af2fa93453d13e4710fd69e7610427cbfeb7c92dfb6f5a196efddbdd3406e9b862b40675a066fe38fbe0ec5366cce86e13
545598,004d8b6f7cac5d9b2fb49bcde60de540de1834f64134b6aa9c84b8b4eb5a9f40e730475f0602df950ba4fd472bd9ce951fdb282ff992816957af492ae4860963
5039499,005064ec2a8f649657ed3572d0f1a8a9f3e9910f8775621ae1941b54ea87f037d9b9d58407eaed6a66f211262bc1abc7cb407296cbed0581ddf60658ceafc0ed
899976,00537aa7a175f38590804f6e956a02cf55ab897de350650eff459c4dd674a36b5640fa089b1abd0ca0fbaa7bf2ca5219f280485d519ee7f1dfebdfe5b4f5575b
46361299,0063faa8f5fb8235442cc46d90582f90b6d1d473f4625b5a70c2ca529f98183458bd96483b80a37e5a7d0fa6424f0ae9d17a2bca3e15a78df2c20b06710a55a5
16169506,0064d39fcf51d55395653496028f96ff2a54356b459f1dd776a5c2100f3f80ba6add66ee5a1db9a748dc5be1037db3db8897a3ecbbfc6dc24c0aa9edd5eff339
17833907,0064f28133e40acf3105d21f8aeb35b9928bd825732c58a8ce50267bf2143273b70a269ed400242f8bc3dc6a8a25cf7da876c8c5b94f3910464c8c94c19afad3
50366814,0068d9528eae1fa9c9281f0671ad2e281e800a884bd70c6c43d7920e9c07ddbb62625f82c726c7d6e826cda47a55af22bc3c69ab6dc63a5c2abbf440cdbe3beb
904402,007158d26773f1dc8f664fd0f80302c3d5f980410edb88cd4fe7d1dee4c452eda60f573a709163cf0fdee412f59154888fbf8b71c3a1cbad6186680a3edb9404
2351366,00765f4a052a4623051e79fe89789b3f33e702da5d22058f9b312017794379ffa9cb5e69aa553e4c88bd9b01ab7a523312b6f6c43f3434a8029279452953f079
39279217,007d4bf8cf63264468b25e0dc3e6964ab1c2c86f60c1299d103e1251920cdb639364da3e78054c8f4edb9529fddd590ae4a5fd78ec76f06412064001667fc0dc
2415514,0087414ee2e61ef42a9eec8c6f8e7a200362651bea6d8f73f58e88920c7fe0a27feddafcdef8a7ed4288710255f96b45d017755aae5effbbe5734417805a68ad
3182649,00a586920c5aa1929123f705ce253571f8b9047c7caeb70c7d662b5cfe7c947573da01a800ba61e19abea169cad70fdceee4c9e5bedbd5b5861c542d67723de5
76545519,00a658f7bb9cc4c23d00eb0d9cf0d81fb20cc81fb7c7615a354ed50a42dd4910f25105ffeed7a8153de75c822c0c20d778341952b2a4d8a31d1820f7b816c609
2549055,00a66d7fb1e5be7d445b0174456cbcaa1eef08279670b79294face0f520cd7832911e03fdb9d89c0775bb2d052286eb1e13b0216ee76ab3d5e68e641bd8d99f8
7944584,00a693268783246a3a330ae2b9e036f4b94ef4c49cd093d30e9770b64c190639e34da32cef5cc5bc028e67c1cf1e27c2e489f7a4f49784f6ddc92a24e4a628f6
27812558,00a75012a3c9ff9ca90c3d0da5b991157a262925e968f4aff32f5df215e2e87c5a0f05eca8d507a10e756737280e5ff842e67117e5830228b33f60e0b7121d42
22508710,00a980b845f3c13cb908dda72c05861b31b226afca53119bc1e87c0888497f1f3aac84e201768176a2fcfb98ec9fce29244b68442ed063cb999448f21969d3a6
7103225,00b02801d38fb826b6269a02393cb32bc899c268ce553f4f5dda24439a0e7f08fa82644e84562c45fd0e64eae9c76b844848d808630177608715f7072aec69d9
1527565,00b236c5d127c20bd3c49c9fe4dc81b065cb4dff1513afd45ad2b4359d89ba63bd5df00a472197ce94a3fd99b8c8b6163f331ba17475037f9e1f4bcf369adafa
3566813,00b6a8e03562ec74efa10a61a3e601872927a817437f3a500b23bcf4a60b056b623c7e2dbba798472402da8c38bac50a1deb8420b7d31df63e62b40871affb65
266842,00bd4708f888bdf6a98527d17dcfd5932e184c17d47906945c85fe78b7f77fbffcb74c8a68f892a4a0b2a2eed19f8d466b4bcdb0046ffd823a991c893d6f66e7
1234640,00be4f40dac0ccb8492ce5599dfddf7d7de5f06914a8bfc1f9ee9cc2a9f75100489b73b642a3bf2ed486ed9d7b75771196fdb86b510694488dabd04d218a3688
1119506,00c01423128510c940dd9c10ce8a802b9e1874e10775a5b5c21f7c39aa3e7bef7607e0f5871640fca807c45703b9b938a803f957f75e78c1c5e5e26c6df2840b
5075603,00cf0f082dbca78b4211f8e55ed7673ff74ec57f95701c0f8236d127eeba51b9d0af8be70385bd01126e2e03a38c75de62c4f87f0a4b22e4df6894ebc813255d
11895063,00d08c5c3b58bc076d8684b722919c7dc459cdc290ba2b1f52a6e8394106bb77c12859b1af0439ea1fa6414bb6eef2d9e79691986cddc13305845f31af38ed84
34332228,00deb04a3c32de92abaee7b39880051357b4000816af542b0aa65b75b0cd733d7333bcdd0aba80ad78112398574d057fa62e5de43c09b1778e487f004aec4cd9
47805385,00e251ff4402551381998791f31b8864dc200369356af39469cf8a8c56967218f0ed65094f22bda095a24382e32a7fa1b859d4539f686370210a47d9d1336cc8
57991733,00e4a1c673cd0222525f88ffe0e539e1a22f21bd53ebd0ca7ac3a5c02f10b34105dd5fa60d06c61b8694a0e4b29250d5114d566a06311b41da0a2f0ad942baa7
182360890,00ebf14931474c5df8daa276eee4b689ef543fab73c8313f9c992bb52e241bdba9aeb240ef7ab1a158e308a0410c289058e92349a198ce4f785ebde512358470
13448674,00f20613789f7d97444f7f30efb770413f5bc7aa660094f940f7dd3219bcd4528aa5a61fbc49a530c845b294d5af5965e89bc208b94c184d415bd0a0a7afb0a2
1333871,00f59291aac121d13232e4adb4c3be59cb241d2efbd65e4ddb1ac990e0b7c67e74422ce1e2d76a3aae4747c42de6b25cfdc83e3a939b66548dda098281d68994
75606,00f86532e7cd5e9e1dd826a5c3f48cf84cd6cb6327caaf742011db5be3e10070e5bd0b0e7c107b5f22ddf5f5855e1f5b255a5e1117d5165b730dfc0e51707e8c
30628861,0108651ac778d84a7836b7eecb642c8ce4dc2a30cac5cd461a8e0649921bf5c185df38e3c946db7ddf7945b499348e81817070097496c8902a8fd57ca611f5fd
13187171,0112490cb3834a3eaec5ea8632e17b36cfcc196202df3ee4a6f39c7dfb7add7e824a0d3d9d5ec41d8800c88654e9bb8a75d8501c8007fead567a21e09b4991a6
138545308,0118c975e6f60b0800b6636769fa86c1ea51fae34556a6a75278d2fbd6d0fcabb2c5679a266551488459a3c9fe6029220d704f55a96c470be064cc7fec7965a7
6329845,011b6a61eb61b97219c80e385706e23a3c2a2fe24cb337b2f9256c39403a3c737fcbbed57a1bf63b9f4ac7e396c6e1ac14491538026ab8dce6adc440a4a5f2ac
2795862,011fa5e239a0f347b490dc7002cb7f46b9d05b635acc50d49ceea5d6d20ce6338964f461502b67b4803151de3e1d49a1fd6bce581a4d2cdc94232c602bc628a3
40799116,0124f3afd390de4dab07957d8fdc6521b45d3e08ae1c0c0a417dcbcfea66e5ff0d0735cd5a2c85604620005214cc7bb986b5d921c8014acd64cce999db88faf7
9896744,0127b49cd2d2713f9fab00fe6088eb57b3c0cdf52860e0849dc5af0c0f3b4f4cd8b7514a38259d0e0ebe116c12c87dd6e9a90d27e63487dc146fa618d8a11458
1287668,0139950dadc8f689204f605358e04f01d7826e28b2e8c4f5dfdb3524d0a57ca6666b037360ac8325f9f5f8ee0d19bdbd1ea2054cb541d78419768bff8eb7c96f
1182302,014153551626a87b859b58ea059581bb700b5be93307ac098064ce80ef390ba1e65a8290559c4a461ba36fc855c7cc3d95244bc208436546b905f007a239091f
954310,0142a7e1eea4737755cc7c6146690675eaec4c567dea987c529e3c57dc246636a6008d50b51ebf57c92395c26d9c6f4d2ec416bb1b85c42dbc72143cd696ec25
59285323,0143e3700ea534ddafaa4ca488b5748f687011ae50a14685b251b08b53d6d99adb846ab094af6e7c81dc7259ff04e0844416bdc90b7a6edbfdae6b92265cb90c
5525166,014ef05a99e532fc446b3a4533f022273f8cdd61435262bb4ca7580a4da51305f6df3db0c8b8335111529cdd674ceb74bda9bad08dcc2a8aa72383c685f9cba3
3764979,01504f0863794caa682955f1c8d230a108f3294375bdcc815d51fd9eacb0414eb814691abfc2ce8cd68e502f96ab0f04289a46685aa21fb5bf7905ee4e793d68
10595363,015e78bf8328964a749d1efc83dc46ccc73b283b5d674950f3502ac5c9f9a29decf1b02c417f447ea098d4b61eac191acb4a4cc1d228acedacddef5f937cfb0c
687215,01655f72f590244af940d5edafe0e4e9d31a23b220dd64398d7c843511759021e01586fbd5f7360a8bf92ee1dfc2936c91857271e9dd414ae5a80dc048e97545
24635281,0168eea240fc040e129de9c89be5ce90f5aecfce4e1b05e054d9b434fa270ecfa21037bb10bc57df117ca80dd60d10140ee6da76d3aacd8b09d7d92eb6dcaf20
5141047,016cecdba8b49c30412ef3a70383c9d9ab1e300d7fb0483b3952d44065c481741b1d1688106192029065ad6b894d51af3307d827662604ed517851e5f60abc9f
24541646,017836784f9ed0bacdc6b8a18b4d702a9485ac7681bececbfa99bcda36764cad55b7dd97679a65211d9c9cac1cd4a5af508aef5ca90fed6384101b3b35f9a0ba
41632546,017e946e2495135e019beedc55c92d0b4d6de16b66f6d3fd86c6d45c7ff0d2e9b9dffa7adb51774b86963c47a66f9734de0ed929645ee7c31fb37551d8fab371
64690563,01800e3b8a582777bbceeaef449802a74bf4c9931ac2aedfe8ebb4d8718cb4e2f728bc3025d25785d187b0844ad08324079ba2e47d748edbaeb26860c7c5068e
3177838,01820b0eeb2f52f20f9d9f9aa190aca9d44e5f330fd9cd0100538fb6ed6811bad92792457b0353db2f605f9fe2d6dad47cdd06818013201c82d6ae8827dadc6f
338399,0182696478ea7c57561f6c1772495b59e0905cc229663d449093db288325c382e25b3611a62302a7c909dcffa2adee4dab89b6ee90c559a9a0a8b5a84bdcbff6
8658353,01839db4df0891346d56a1f116bf197e6bc1d5380c4162d758573d8cbef98ad740167f6bb0022e07c18f938b3b6ae099eebaba73fa5230ced4d6ca56b2edfb68
4943235,018dae986ca58e337c2422048ecd0984118114245d4ee7e3b9925f01d5ff454a7e148a957f3f275d8690a2e264603d65256c8d4e43dd85bdc1605035e1ef44a5
1506916,019bb77159a1e9c0123a75e951f2ec72371fad1022a5a8cb9890523c579aab8a6ca617e9abcbe454eaaa18ec96fbeebbe8e5a409915cb86de6ce0a062207fb00
4855864,019f936b89c8b6e44e4b2c13f9fae5b830282c62c11b9a1bec913741b54d1b67401bd526ae28a660aafaed83f7d7b94e3e124ec1eb7d17a6bd3bceb68331ee09
3083440,01a91d0e3c912a99812fe15a08730b0b515744818a48326c60023fc954658f4344c3eddfbdfc962650aa7766e9e924f0c82175d7dc8d30a899b35e1ae14dfd3c
9142198,01a95853c0efd06c2148f8afb9d1c9b70664e91ec3e9815bbec5239fae5ebfe06b5f7058149837597cded4c4d32aa87f6d5457dc78d7bcc1e59939d61abfe3dc
56874774,01aeab47357c9b6e7555ed5bda709ff00307811824d1f13c172d93e713cde88d1294698a6cad1a6d9e9cbb6445c3a87f1f3a5ea8eadfcd1b59c261019c8c8999
11892857,01b2cc20563295c4439187444199e4b001349efd42ae444222e75e3045361c325200c7d50e22334780d8260acdc8442891f2669518f2028efba5ce6ba8950f41
3063620,01b352c82b9598e5727fd6d9af9d45f7d18b8336548576005ce2291591bfb31cc304eb4ed0edf56e16bc5c193ca69299383470fe3ad85995a9446489e51e0068
892413,01b366a7ed69f7b8a2f1c1244568c883063e446fbf9e90cb66abedb4a49862103ae694a1c01d46cf20d0b340ef71c1c218d6aec92e15224181fd6281e5a3d336
3172819,01b97dc827b6aa707409fd6e611e8c966d049f37ce2c47b1269ad32daafdff8cbfbb27fb81f73a4d6013fcbe28936c8e9838196110f4f8629b230d5d738de815
3010391,01bbe6ad24fb52b76864720f7bf5ea26f9fe0c44224711941d5fe50579559879a6a966f03faa0aaf4e7615520be504bc754a8f2b8c954b790c6a55e744334be0
10541425,01bf125adc37339e4f379c7835d9dd9cf83e274e1c3d66a9689029384977cbf4430c23e3007b030adef331176380e1e31d92e21a6dec2d3f8fd8b4fd60c4cf73
188209,01c87a4b79d3bbd28466b3dacff984e3006b3f758d3dbb39736cd4d702205656a946d4b14b2fc844d281f842cc2aa45d0e34f8951ec0ba8e12f82b872d0e765e
5048325,01db9f67bf68378580eecc2510026fb4f8bae22a5d0c3fb69b39cc6e739c241ec1aca815052a6c2a22936666a6319d86495fe033e594a7f776127c94ad418dd6
16678091,01dc18a11ca981d1a8c6c9d545e50c1946ad19aa000ab3548df6d31d1189da1d6e1b4fec94a39d6366b6227ba58c49a221eec09abe22f7c7ccd6b9001ad948e6
43826484,01e07a0336b31235131fa563ad48c8780e05b25dd35fcd98e66aeab83f1765142730a5838786268dd8690355d9a6474124a7c12a1d9aebba884d2a61b06dc2ba
3620344,01e38075e11e243382e3c03cca44e7988550fcc64ad4b34265c40a5db20c2f65c13de9eec02ed12bc7855e4a1ba02972fcf11ab818d7a3c3f3d8e07a91ccfebc
23984960,01fdb847ad6466a1ebdedae46668379219cbfa4c038d7c0387315843ad14533b5fc90aca56503d3275566fa6ef5dce8c161a0e01edebd2e02495d5f1dada27ce
33538327,02036549d98c185202c7de89a1a11d794856dafbf0e9f1107d64a579b89554394f8d3d19108b156c83eed9d221659a6ba7204bff6787154e1c4d22ee7a4de792
16100406,02092bef045f68ea4790431c0c313b234ab9a71ae345a0ce29f6bbb69f209016fc3c9c1c55cc7cd6e7baead87e4a218519f57bb65724bd81f584563544a03217
666107,020fc0095336ccd6e06b697ca5c89fa6e51042e9b645e315f3b4ed0de6e853997544a04d3fb15c762e3b058473911b5bbd2b1803d65812277f50de2a3bca1602
360797,0213eaceeb3a0d35c1576bce21f587a368b5c7dfdc199867c44df09801d6d64b3e7e35c1536d56f17bb7e9512319d59e2d55a13c18073571d338b42cd5ca9f98
35814249,021667f9c4c4f264053b946d798e4de8e6f21a3549f62493ab06e9f907fd23f45d932256175d5a33a16073f8153e67bc0044d14688de3d7be8e0d405f83088b8
23780412,0219076304dd43dc431f55eea5084b09fddca0df496790e563d64b4643a5a3beb3046e54ae96cf18e92786edbd21a95c05496713bfee8a46124805de132e22d6
14055186,021ade1d0af079aa3b6fb34ed1d364f909dc39302ad6c612195c1c1563038db0476c70e58a7012f472126574a26559507249170e2893cc1736276b48c20b40a8
2191496,021b63c5ee36e3f2c7010dce84ea4bd6ab1f123a2f9dec89dc7f1939899f132bc477749041c5ada1e3dabd0458cd31ac348fa4cccf82464c288c1f0e6a4f8dbc
6088983,02200cc451533264c5b3290c913b76e989633931b1ffb1c5b43fc96a0405f97c3d6a523629e0ceb872a9d607f4994693378ad94c91354e25739d3735f2f875cb
33389556,022593480def56ecf0969c3c76db4d015d4e4442beee5edb10de688c8fbd9ea8bf766d6ba2c2da4d54bebb584b2f692df1612e6e03c8bd7fb746ef518e8ed395
3508143,0226d09353df82dbc105b5e280bfb4c50a3b0b181fcc6328ad4e7acb9182b7a59b8f6509e86fcc849bd6732eb68e23b2e72edc39701ce0ad9236664ff0134435
499202,0229caf52d2b04357153d463a5b0713d32e0556cb5688f16b23890af92336a69986f0bf8c91c8169680159ed61fd1111d3cb52ca4be2e22f5a337d497ace97e4
1950032,022b951b68227a755bb67eb5dfebb43de2d481037db747ff13bba8b00914f06e7a6f3094b37cc4062f6fbfbcfd92edf89f4c7dfba435a63981d287c47abb9c52
849368,022e380dc850bbc84169685605bd5d303b053ffccf426537e5a02288e881d94e0325cea05e73d74a8b85330c8da371067765f495adf09625bbe924ee90cdaedc
27016392,0232c4280a196b930b4b0929167cecd741630ebaa44c4aa464488c936d3a91cd423ac81dc8b6218ce6055ff4258a61c6e14f14900eafbecbbdda20664a614d3e
2217999,0233c3258812b5dbeee33ac973f5ba9ec35645f097851ac8d2376d2bec4672892d7726499daaf2f594a1607111c90e9aa476b3acf8b8a42e8df412431ef06133
58115526,023aa1598372db6cefa21d3ef31886e8032fbf6e61f8c53e9da3c2209246ad6d261e2b747b5a774638417452d1e40cfc62c4954e7d9f9d4d412233975edb4191
11238419,0240cfccbf895a7a81f6dc19d79424cc5ad6037e21a04ad83d09fe92d65fabcd6ed985e6a7401988a273a9ec16c97334574bb3c7564b205e14792c646b11a9d8
6328842,0240f40faa47a76b6c025ed7705151bbffded73a5c70050d3f05c35d3a41dcf1bd796a811991f9e79c70b112b0ba529d72f7d635cd5483e8ed1beef5788a216c
36790238,024acdb60f3ec7442bcbf8994dc76f84e60f87c2226f118586b3d4f5b3aacb3ae119351768666fb6ed094be8683aca444779bb7832290c01a2657833f264ec0a
2378742,024f1fb50240b0e3e64f03d382d645380ac591e8d0071d7e2c301f5634d39875216e2f6e48872f6d389ed419955fc1732e99cf6c41b2fb1085d2f76f2ce8f8e6
5978409,02588259f0900f7a1a5e78943159eb5409740b9ff3ade69d992e46c03baae4b5dfac439ab521613b30ae9cea4a8dec087591506fc1b7ce74ad4a470ca42f150b
839283,0260836e66a3ff309f022b0a0b843f277fc7131790576d0fdede22af20da832162cd5fc12d1e411dd0027a9a2c1a08fc80d5a3344aef521b6f520bf7d4fca3ce
6295145,027067b47c1201bc97519fc061556535a01ce003b2563283ce8253a6a4b1888c83eea4804c2e819d3efa482a2141deb3d402db6b16f6b6857b2df7b2b4bec639
2901676,02738a2954405945ae3522511e66cad14d2d9376812a1ba461232e10383466a82e09bc6dea5f8d712d410c6f144ac281348aaab47d9801eead6a9e0ea3773797
10498317,0277a946d9d7dd63621fd568c507f2fd0efe5ec2b17f17af6d3245f7dbcfa24ce3e416e6c389f8f4aee9057364bd75cc0a2dbf3595ffd06eabd4466e372920e5
14852524,027ecc1a12d80b46f10bdc0aa3f2a595ae9cc5860c0343e4b8d4a9c00fa8414489aed42a0aa51c736c50617ddd3f20c379fe60462559abbaf4dfd43966f3915b
895460,02870e2b6463265fb7511da61f4f2dcb7d69ad454edb234ad68bf5d45bab1b6fcbadf57856c34a021044dd289eae4d6ccabe51decd97275989bfd445e2ea02a5
1801882,02875973e7638eb9f3c06db348e7df1b8a134ba680441025f68f0cc32e181c299843a8e68d20fb963e2d3fb225d663daadce9529f5b6cbd03cb82a00e4940550
78705992,0287e7b6ec34c4eed3eec91946febe412fef07bea12d0b6e11af4ac54bbc057288f7d88d4103d4846ce01d6077325d5abc08379e8b44369e9af3dd559852ac91
2830229,029133601d7d82b3dde6c987c1a6cc0e3281ac36ea574e86f499383a81520134ee06400a0773378aa057770c81e3a05445a9afec5fb59c2b1a4b7b3ec782d118
798791,02932a9e5e658482478298f3b87ddb36a5b382f49aa75d382033ba8ae8ebc5acb108935476fafe63d3ee9e81192b4c3b3a6f59957359310d72c74096da8ebbfe
1108373,029f40f5156e291e0f3219f902c55e7a5eda0a62e2845868d9fafd0ed51f1bc969ce33bc27c4af6baaf10d54d7bee8dd07ef2d5a47fb010ee7b13ed6b2862104
1530123,02b1c8d701c8f0267a85bd2ba3f21d6378b671131bce91cab98bc72923912582263c8883a023b5c18f07c9c7513506ac33694b0b2b0aec6a945ac32a77733dc5
4215552,02b627dd6d61a01ca28101035b2df9cd34c2a391095f099953b878f890002f6c3bff2103f39ef680d0cf19775bf5be8aa485f85b948feaf9a4a3ddfec625aa45
68511551,02c3d77e1832a35d64d2e74a97cb1f344ffd576dbabbbd36bfb18b6c301f7ac12ed68560be4693e6887cbd9dd5f8df69c00b17b38557f1d1cfed37d2b1ece7ab
560279,02c3d7c8c4c7be8697a3e5ee181cd3a299b2b99a958818dd73dea14508ef224b0b17962c2b9be05c864bdc29c29eb52c8a82179d45629326d9cc7cb544ab19e4
21567062,02c62deb15caa098c2e3ec0bc7dc5876a0f709cd514bd8b7f62b10a401654fb268cba02a1f7d2f27fad06d105ced35262c6ad9e11dc859946cb9360da0369f8c
177591,02cd36ccf3afa6571c7a55b3777bb0e690e72f0ff6024101f0dc77eddc2c2123d53d0e49e98bfdda2ec2e07a416c007e38ece93cfc7979f5619904cbb35fd49e
5159904,02d205f6754024189fd22dbcadf0800c56a875469193a175b0de9a91cc59a93423a0b1535182f6461e9b00f0594f096b7f5c9fa89c68112ca1e2ecc29f3948f7
63574709,02d4257ee8eb89e7b9fe934e259e6bce2ee36e65763379484700b8e0c3b9efbc3a5711e0592f29f73798b8c84e83ecc9d8a615f81ce80fc463f4da375fb3af13
15284706,02d48a4b29fddc53c463a30c96591ef5f9c669c24bf793be3de19a3f475a468b5b44f7b522d508b095c22d0561927564e29b16cb716d4ca3ab1be4e0d1e54835
3700480,02dd08f796b0740b01dd87151f00c3ba21e8dbfa8a7389dc894e93fda6fe01a8c6f508547d6e8f4cffcf6e4e5df9ac001af80542967d222ee5672e8f6aa78410
917456,02e02bb66e4cc963bcae0635536240e1cae4bd885a34aa0ce6d3e578c948f5f621692b2ca0f918448e7d505332ba441dcf926edad64f39bc6d9d1a567808d3ea
1000954,02e28f7151d256b2064a2bc7eeace5bb108bec6e897f37d78b8e64f79a1dc98fdcab746acfbba6e3f8313bb618c4a7293318c181b5005885120b7e1bf3eb1595
4263595,02f7bd7a3655422f7ba74e774077e949476ae57fe20848fd734001fae98643cbf4aceeb11e69ad69759c1114b45bb36c406a10fe07d3977614df7c4a08216a8e
1339167,02fd62147bddbc0a0b30602bbd23b31f6b39a9638e70a92edddb61e4d5ce737f13a9c710ab7195ba19844924561227639bc0df43e04ca67d82479fa28152fb67
2091601,03030a64dd16b71e02ebb13ad04e4c640eaec7950a3d4efdb90fb3aadb8e8767bf4ee460d2c8455c0e3a18b0ef74f742a79a1da8c985bafb7e8f283d7e88b9b5
190512,03128e3d03c406e92a6f43462841ff0682de97c2852c871e60333af2ff6239ac0f12840323f536c2ca61192b827174585033aff670e8ad883f38fcd32610448c
5624644,031ae3a60651c952de4209b996a1591a767e4b2f4c353a4a019e3cc71cd067b427fce00efc32a3136dbab16bb5b04f0217be99ef78710bf57df27e3888d97922
18014394,031b5501c748996978181578bec04200f87af1f8d500ba2154ff6686b9654479172e50be5bd35a07474eb9e30431e9d5e117161c530057b61370cec1a273b683
53416633,032ec9b123c0ff9c9b6d9f49906ffa0ab7dbdcbbd64be83bfb1c592cc1af8c12318fcdb2814d2d79b4c1574ed5924ec95df11fc8f820b6ce2cb28b993a7eef01
1030530,0333ff270ed3916efe66e24e729b5cbdf14da19ab8062b47805d2a6371f4bb862621c89e5f966f1612ac5cfcf2aab16f2679c790c00985797d5ff4cb10fca6b7
485716,033a50a496560d47b5347fa5dfd2ebb82a343d9908fd3d275f2afc46eb2a03590caed64ff6185e365c7444d93cd62fbd10edbbfdfb3ce336ec330ae4266ffc71
3084912,033aec77b6b7c21eaf9a56596a25ebe0bafcd6bdda9bf3d5341ee0ba5b3810ceaffbe889330b137132b3e6f085b7ce246ee67e1ecd0d0b912fce046d9c70caa5
30994236,033d497e484ac446692826f42c3c8b35ad686e35a3bf95cb88420de30a9a8d3c952eff05586bc405e6adce91d2432af1ee200a0ab66e97384cced98540531de0
571757,033fe3c3935cdc7defdb96d27a2d33e00f9c13fe9669ba54a9eab0e5c2676bae860984792884c51be4f7f0aebfc41b6032747578c43b99b23c380781b271c792
8254223,034e134415fda6b7ee9b481dbbba8953d3ef8f771dbffeba37e87d4d2b2db0bbaf5cc6d8e24cd8af4aa14e9819c9b6276ea82848d19cd717187f2b30d63be34c
516621,03548aabc8aabd1c5638f61dc87cbc1efa28674156eb8b14f252987f532b80351288201d692f478b6ba2c3cb51e24d0b4dc1d881dab3c3169372f7272ef249cb
4188783,035a1ab5a556000e2337bd9e57d82efa864f2b4dcb5e86248eb7805793834be2df9d119144683bc529934adb3444cbc4e349b9256d7bbf4a9f5cfae84da90701
1396877,035b40041f57880d7535630f8d20e59208cde47675a46de5700b8a9cb500aa84cf25a29877dbfb84e11b3388cb6fc1bdc8aebebc2a17b2b7c57946a6964d8a21
94356238,035da0325674758f2141c394b7a0bfd899af0ac0cfd326aefef5f3b0e695ec0c895bd2026b13fedf5a6881ab6017dfe8d0563cedfbdaa5e6f6d5059e62e4709c
5878780,036ae01be52f6609b0cb6342a43598a2bee99f45c99cb46cb773f884ecf4e801f59a93d55cabedbad3238d0da7935ae005e690714fcf88191419bfce20819db9
1589454,0371c8c9a5e8e7553371581f2d0057785b1f266d4797ddeb1a045d3580b7d69b96cc04e228aff68beefaca3991439d004ac91cc2cc7742256330ee6fcd42b250
412010,0378560e2506f4ba0d6114ec4e3a24b40d1aa71515ca98af16b22bf7655007c135c1a04e546bae39d9cbc42c0c770c2a05f1bddb97bdcd3c06f85a9b7bfae737
1461330,037bc06c193e4de578b75c602ff91c7b873b3a6dde3d084513e9995ef777231bc338a530fd19b906dad5e67fee7d5decfc42d913280130e28a3d23e9779b6fca
4637990,0382817dbdc0c98dfedc95edcf0fd49af4208d4e75af34b53736ac3264daae292d3f77f4e80d2253c21b3ad16320f75c651113e6f69451aa699938609fd1eb02
474359,03858a19a1f42ac0f678805eb1b7dd677082a5b23712ae62fd5e9dc5e0812a425bdce58160d15b2a5d78af2e8ce2e9cefbd0e81e97a265e4918e4db16ccb8bee
