PS E:\bm\fastdl\hasher> cargo run --release
   Compiling hasher v0.1.0 (E:\bm\fastdl\hasher)
    Finished release [optimized] target(s) in 1.87s
Hashed 2d1fe714d3fc58f2276e45f228c7d6f330606f0091b1bb5c301465919d2f6331d50eed3ffd74514af021786fd93bf00585d98e00007a65ae9f5614f0c8f0e840 in 0.1932459s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dragon_fix_test6.bsp
Hashed 72ae0ab1e0dd0a174ce6b2f1d02070fa10268ad1533193e397da4618871e838234b96fe44ae56e8297d9cdb4b1329334cf5c9b6ab9d4b2bc2fa8a028d5b6f4d8 in 0.2246670s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dragon_fix_test7.bsp
Hashed 0606f6f387561433d679a26b5b17067c554fddcfe898dd126ae6608061249df49ea1117e820e9c148c612e25c39e14d9df538266751f01a5aa8cba0e210783f5 in 0.2291120s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dragon_fix_test8.bsp
Hashed 4bf2909aa72bc62f8cf55ba9f7e58f864875a2653c98e16ce0d5306595471d0d2c9a8f737097636a384f0e256b4efd32d099f0f38b9ff7df906482e747c2f4a2 in 0.0358004s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_drakon_alpha.bsp
Hashed 2357c53c5b04825b0bc102e0547cf66d2e251fd7026ac2aa940073ad5bd36db6c0ebf817325abaad1b67b7868eccaaabd2ba55cc013ade39b0fdf9a1dcfb4e53 in 0.0361238s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_drama_1st.bsp
Hashed a593a5b7aae0b56ad31fd4e4c1252562614e4874bca2b88698fb30ab27299843ee457a82bb396a33e20ccdd75640c64f0c9388fb43eb542e49453bb4e862f790 in 0.0309213s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dream.bsp
Hashed 5875e97effe2f7fee237e79ad785eaf044154d351148547ea86c60afddc6a3d3ce454c6121f010d2909889122fc98a2107cd4ee6d1c62adbcb7b2ace7cddb704 in 0.1890413s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dream2.bsp
Hashed 2775a93f37a55a8dbef6dc018f5b1570630c161f1021a975964ee2f26090bb87e329a9248001d08da00f96bb03cb7268bbcc32571e3d93f7ba7addcedf301f54 in 1.5544965s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dream_gauntlet.bsp
Hashed 4c5ec809222039454777ba433a307bd0e24ebafdd511f06de06318ed880ff7f47f2612b4c2423ad96b9192ca9f384474728f6f3cd31433ee5ffb0de7f18e5bd8 in 0.0817768s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dreams_part1.bsp
Hashed 253e029b8c88f9861a583012af3629c9024af91e7581f4bb9c8f7b8f7fd60a426e367728396516adb32bb85a2460e9cd987e5e1ce407d08342363ec01bb6bfd8 in 0.4044411s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dreamtour.bsp
Hashed 331f997923629b29528317894a2a02345a9377a24e29de7d4c3e30eb61a0073a04f72f46d860229ff507e0e0c403024183b6141e3f808991a9516caf28f94ee2 in 0.7098152s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dreamtour2.bsp
Hashed 6a7a495cdb48ad7d79c35329392d4891fa013b7d41801d7514f1c18804841f44769d9c601568b97799b8f1ae94376ac1e35d0ee7524d61210f6783825bef6165 in 0.3533841s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dretox.bsp
Hashed cb062e58f24e21f00a77ff1f3969043f760012221e60308ac82c42973aae77d1a1a044589f0e47d52d16cd80b11b0ba9fedfb4a37f32db6844ee81cdd74003fd in 0.0451190s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_drewy.bsp
Hashed a8081ef5bc5b4238ca7722197cab596db0e86122ea54289d3e90abc29f6cbe96801eec49a36eb40eed4fc50a707cd4cc503a7c2c7bcb6638f7d94743e32fca82 in 0.0213721s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_drewy_fix.bsp
Hashed 20223907bd0544bd476234a4667175ed3e005634de0ad82bbe5e7eb01af71b9d6b490f0635beca1cf8a04a50c18115436707d9ef18cf04cf76efa43483c3eeb4 in 0.2931136s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_drift.bsp
Hashed 775473492d978413c39e05f5ffd8f20d14f9a0955745b1c7fe503ccd5be4213e03657ab7b89512290dd781003a715b5499e8d6404470cee885a9792bed4217b5 in 0.1555853s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_drip.bsp
Hashed e96c4481be7c05414c3def5906704375df3ff6c6b01a2714f57e87bd99fba633a277580bb92be81776c778f52f67c4c9e508ec6a7df3ba5990e666be44b545b9 in 0.0688374s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dron.bsp
Hashed ae1dc50dc523f7bb12d1051ccb2c7bb0bed14956d791b22051b36f1880901caa2a87a8d14f2841f23551c07458ab7ea4e0a19d2e36e6ab256e6cc58979f7d598 in 0.0610568s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dron_fix.bsp
Hashed a37a82ef7b0cb1b65bc358dfe2ace7c2deb34bbdf8355f16b059f11da8fb3bf94bf702489f9036c0c37a21a16050844f49a371a3f9c23876904dfd97f7dca248 in 0.0598407s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dron_fix2.bsp
Hashed 0229caf52d2b04357153d463a5b0713d32e0556cb5688f16b23890af92336a69986f0bf8c91c8169680159ed61fd1111d3cb52ca4be2e22f5a337d497ace97e4 in 0.0622845s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dron_fix3.bsp
Hashed 0494c62ab6a82735dff5af73ea76dd2c7babc697bad06e53bbe3a06ffb36e406544b82271499a51404cb498c9849ec7bc2005f0a5aa395aeceb10e5cdff63c60 in 0.8955199s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_drop.bsp
Hashed d794378b09f91201cb5bd1e8e2caa37894fdd7245f764ec4df11cbd584d835f1f953826166d969f6ff1beca8e8f46f26441714410fe70bd62da802432713f868 in 0.1469843s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_drop_v004.bsp
Hashed 262c35e503a65e7bb0e8afa18d6183ed4d0b944b5f2cadf004f70c0fbafc8ea2e789a69f6af620bc56279fc12a97a944a137bb6dcba2348cf44c2560f7eed2d7 in 0.3378816s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_drop_v015.bsp
Hashed 2cb34d36951c9988ab9256ba52b0a2ac0cb09a9a97088824286fdad8f15471f3b8e02ce006fdd7489c4f3359570dfdbdef9dc64c9b787c78d1c2fa1e576fe43d in 0.0835364s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_drpepper.bsp
Hashed ce8e5363b24d48bac10c3fafa80f0b3883af9c39b876649a2056b0f378cd1592cf1601319fa2c4ac7292bafe5f5125bfa537599638f311c9544474a9fb030dae in 0.0378570s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_drunked_bunny.bsp
Hashed defbcff14037431773412039f6ee644953f92fc913c7159e59ba9d6fce23c09b9b9627b2411a8eb2274100486ca2d11ecdc5474ba0bf23b751d89b23ef43985f in 0.0142355s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_drunkenrampage1.bsp
Hashed baa1e0debdf39feda2d3062e3ff4ccce8790e9ddb94f3940d24f4d370b5f729840caf076d8945fef67717546e4e834fc6819d23eb0286a93ac776dac67de2943 in 0.1583207s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_advi.bsp
Hashed 69df5cf417a7adb6b75d119e6a7f3981e1881e1bc3ce8b6ac4c9a9e49aa14c53722e5f716e0419d8294bf9b0cd362c2f1808549a0c4aee3e51928cf73c35815b in 0.1865437s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_advi_tn.bsp
Hashed f537f8ddebdcce947caf04f9c34b43b9a6e45aa9a7e1160f4ed8da09055bb5438a551522333476137d8ecdf9ec5b6d8339efd49cb7c4e71e76eb241d8287320d in 0.2622472s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_advi_tournament.bsp
Hashed 30deded9193fc07fe2bf12d32f4d8cae048a29ffae5bcc20ab149a848fdabb4b9de4362a4c559559dc9e5ba934a429b91ffbe2ff4bc4ff3dd5c4f970adf1cc7a in 0.1500644s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_anthologie.bsp
Hashed 2d1463e73dc7f2b1b8239d4a1d27d12c11a7f076bca9f48758974fab636e5e28d049269eaa27cfeb3e77e2860f21d83d6b00a3b0b89445016435f1f83014c288 in 0.0931937s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_flo30.bsp
Hashed 3bb141a6b5fc212944b1a3b9f818c207e00f2e4ff2492b4fa7c64395a6c50d494f9231bbb90d0dc49b2a5da216d403b2ca81ce97d90c514e7e7c69e788c902eb in 0.0759985s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_flo30_d.bsp
Hashed b1a951d12eb91dc1aa9908b327e221901247bd8e25cbe03e2f8852e556b5667d3c729875b93e7387e52f8522f56cd5a05cd1261c529c24f7390728ba8a6180f0 in 0.0947319s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_florp.bsp
Hashed 0dca45f6a8c22b46e7e1017fd621bf2e736a9d72ffcf31cf51d73bb0bcf3654a4fab3037e08ae8f7f21936dce836e250c3194e3e3e06eac93e079af56089dce6 in 0.0619688s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_npc.bsp
Hashed b375747d39c3cb6a3de58c77cfaa9df6ee6a0744636c586819c97e2d06fe34202085e04b72543be049e2384a2e5647d88b40f95f1d9797e371277bc9476a1720 in 0.0206622s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_npc_fuckyoudontattemptthistest.bsp
Hashed a5fabaa94856f77b7b07cfc6087b18378afd8074cad8389d5612b49c75e84697e5c21183ee2bb56406911be1b0f4f84c87fcd08b4852173682995d1f0640d2a7 in 0.0414315s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_trainning.bsp
Hashed ed799bede63b19c8974dba49fa779f0c9bc03ac4b188d15440a253c86f2879ef83dbfc2ccf3e16c3510e807f35a9eb9755eeafbbe17a1c23852704a9ac9c6727 in 0.0668891s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_trainning2.bsp
Hashed 9c2312ddbb40f8bc7a1937292034b6f9e55cc656db9744c1d9a79e781e0b499a33597712c88c7dc42339fae859fcca784b548c4bffe5817cb27b085292ccec13 in 0.1091834s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_trainning3.bsp
Hashed 0b55811c106e551b37d4335214c63250679acfe190bbd49655d34a8ec78c6e3f257c3e5ac656a55648df6ac1f340e4c509243ba368381ec681c998f2c936575a in 0.0806096s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_vision.bsp
Hashed d12e8b86c4e2c7eae158feb8333e551634b2244545afedf1226956db1b4c10f2553fb749afd2d5747e52d6fa433c085a41023355e71400491e07b35fa9d466fa in 0.0624684s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_vision_fixed.bsp
Hashed cbd0b526c50e1b11f5bb08c9018d9bc4f815d4bc727049ad912c60579100b4df25dc8c64020283e0cd6ca5943b3becc2820c3316a62b5490ede2fb18063f63d9 in 0.0729086s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_vision_v2.bsp
Hashed 257979e77b2c634199b5d2172c90097fd285558356087a62fe86f46d6723209e269ac5cbe5d9f0d6f2e59e1e195acee639c47270e1b88a10068970aadd0e17fb in 0.1058434s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dtt_zap.bsp
Hashed 3f3a25f7bb7383d276ed6d06e4a88b96933201aaa41d3d4b3783a437e9bd3a4a238373ceac2a53163ad8ae5ae71929fbfe246e98128df947c686aaa8dd884d45 in 0.0876228s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dual_fast.bsp
Hashed 796c52e19b584e3b717da26ea4c57e03fa3185c7ad0cd4e507c0e9dfb42a1a92d49713a32c85471fd7fc92e401b100cc67fc9701985312912ccadd8947832dda in 0.2801941s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_duality.bsp
Hashed c701d7b2346d896f92b1465eeeb7e0cb624c982aff582e961fb7f16312475290ad46cba24edcddedbb20dc56e81d3f5d51bb550ef9ce670ef123178efd635b77 in 0.2392252s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_duality_v2.bsp
Hashed 3298e2324c8cd1e30d1eb42d68279574b196ea8762e81a3ea3af9cbef754d8b209181565c8257d776c02e8640b523230d2763e876e0e9fa7360376c0eaf85542 in 0.1222553s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_duble_buble3.bsp
Hashed ae9b4adcd684df9afc25113619532df00cb2f3acfa8d57c541b29c874d38304dcdb41b6bf94d757240d4fc64f54d663aa8ff77d79557b8dc3c2fe822c9b345e6 in 0.1034077s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_duck.bsp
Hashed 3d7c3b74e409b8012981c08a40e14ca60716c8c5993ef57e8fce64be55a1d0f56bdfec81754234f81260fdf1bf9df8c24490531fe4ed2b44fa1b0051146daab1 in 0.0617572s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_duck_fixed.bsp
Hashed 9f9042e082c1e7bdc9009e032bc601d7c3a349d5be91c9a8df80814621006e1ad1ab28485ec704bfb41100f2de89a50c09505b3b0caa5e3f462e1bcecb3894ec in 0.0400462s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_duckbug.bsp
Hashed 6894aa9cd45127896ac90df9655962c5ebf4dc21977fb4353f0382c00b7a0d7bbff7cdad33f1ace36fbd0f34f8a47d24f595184eb15404bc7e9788c7d4232fdb in 0.2338049s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_ducklife_hd.bsp
Hashed 49d618bf30ad04d513cb05e9c69c5910d72f029f07fe1f5022bbba350edb7882a2a85f8fec8ddf8bcb27f30faafd0a4206d5f6ed0a77ab170eaa193d095319ad in 0.5191096s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dull.bsp
Hashed 69a1ce5ac32739bf0109f80cd8a3d4e6b087f2e5b2b058c5673b933379074760768860feaddd51b18163f6da57fa0a70dbe392e9349a7fcfe4e50987c3350910 in 0.8064607s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dunes.bsp
Hashed 442c3dcc207640f7f5130c0857a83b392cc680ffca6c581975ebf920957159d080b685d377a0607d3ebc52b2baf50d3b9831acb6f33a306b60da3163b326a234 in 0.0961226s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dungeon_beta.bsp
Hashed 2c7a96a275067f83f104a015ae41950fc32b7312d94622203f3ab14f96537166fd3ce9047c001fd928e06575fbd7d9f000b855ab043417d9c9bc07afa9b59fe1 in 0.3624913s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dungeon_beta_v2.bsp
Hashed 2117c2a7396c0b67bf6db50f1ff6dc23b169d7cadc9b6155399b7350940f2e9d404b0b153f0a5b3ff1f16e070873596fc4a8375071fbeae240ede24f125812dc in 1.2561344s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dungeon_css.bsp
Hashed a87d34d26c1399d4c7d62bcf873dac70d69e247209ec2bbef22e065aabd18ab765045ab94318c8904cccad2031e341c45ba40d1cb8fe649fd2a89a95cac2db77 in 0.3996796s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dunjin.bsp
Hashed 5ccd66042d719e3e5f734fefa1a27b3a5159426267bb51aebdec4623cfd65ec6d3df63e846ea4ad9d30915c276058267af72bb123cc8a4b88d4dc541b1f2bd2a in 0.0415933s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_duplex.bsp
Hashed 971ede9a34729c78b0243c9d0a981d734abc4666799fa9a2109c02dc8093a854bd81f19d309616a187d4ef51335fb473a56454a0465b3042e663cd79ab7d002c in 0.0376473s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_duplicity.bsp
Hashed 078a01484f5a7e50a8c501d312aa49b237256f88d6530381f538bd9c319bb6b629f7853b1234dbd48fd8b72b97e16b624dd776178498f4ea81758ff3d615e2a5 in 0.1417817s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dusk.bsp
Hashed f3c98cebd31659555d4f13aeeedb9019ef2c7490826e1c20b16c96ef418c600f1e8e7f3d91aefb83fa628bbdccfc7568da7225544838cb86a27a12694bc27f79 in 0.1244832s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dusk_fix.bsp
Hashed e0decb0089c9f814f7ebcdb1c3bafc1fa1e25c5367bd2023117212fc5845355b1db4e691cf1c447cf7f3701f9f08080cde8c7b2ded0ff871fae51164d3aa1ecb in 0.0698293s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dust.bsp
Hashed 722906b898440803623833e82e9cf1ead4fa187a9753c9d678d5ef94c41ae40118a89421175e1cd968d5b69d10eefec0efd428cc827456c7d349cc2403f63ecc in 0.0609047s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dust_17.bsp
Hashed d7b17ff79905aba67bcca92482dca228211c1f2b36e2264c89c2dd526c992f85f0d67ee0521e459eb4b687cc9a6b7b98a884152f6210749edffa37d880fca2f9 in 0.2401871s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dust_dan.bsp
Hashed e0decb0089c9f814f7ebcdb1c3bafc1fa1e25c5367bd2023117212fc5845355b1db4e691cf1c447cf7f3701f9f08080cde8c7b2ded0ff871fae51164d3aa1ecb in 0.0666372s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dust_fixed.bsp
Hashed ac48acf70c62946835b87b63315299c903eb4a64be48a617920fcef15fb0398a2f5a9db64f3564d62a1577c7fe74719c53297efbb47af7499bbe957bbd41060c in 0.1855341s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dust_mega4way.bsp
Hashed ef7554d2e40278b78218fe5d0284c9c923a7e8b296ed9c8702efea040a784410a709e28506f60ec6d4e009c10f4e53177075b5d18f35749b664698e4e31e7423 in 0.0991594s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dust_mega4way_d.bsp
Hashed 951c4255137e747d988f557b3ef798c6a126fa9d701fd163ba40a75a0beb53da7093e202aafd8f1f1c6cda13f0587c4c5b538d18349f91e7eec8d6bb6661a2fb in 0.1147117s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dust_v2.bsp
Hashed 101375fab45b4558cf4720a9b7128b8044a1e8b0b0c0ecb844ded404b7c7d5d48d6e954abb0ccdd25c89b2b196bbb6de2db3b6dd85fd81923c7194fce4b8e5bc in 0.1706104s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dustbhop_notkz.bsp
Hashed 2e251f9301e190dfc61356a9e605109f2f09b9e344159b24e5408d98bcec169d7f5563b570020f9eed5eb3e2deb4529e4ad4cecf85838c501c0ec8cf018109ca in 0.0574565s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dusted.bsp
Hashed cf133fdb41c0af2e3f05fdee71b59311506f975b440476c103fe115d1d994a91ef3faad36676cee6e4c78af5426afa58b149fea47c9f4b8c422f29c9cf6f82cd in 0.0629173s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dusted_v2.bsp
Hashed 7c8e261601bbb65f0089a5a00e44b0c15d002ae0f6839121ce400d60df4672c7aeb4a0f831126deede2fcdb6c0690561a041171da56dbab91f46fb5c9fed5e4e in 0.0753609s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dusted_v2_fixed.bsp
Hashed 1850982540cf0742269f058f815c22badedada2cb7b8ab0691b6ba33b8a9ffc57d6337d6d650bda9fc5ee92bcb6fede46e11b7094f7205d960e2400d8488daa5 in 0.3289879s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dusticated.bsp
Hashed ecabf3c4a013447e9d390b8b2b3c14ec7b4160ef9b15ecccad8b62b893d18eaf06bb26271d8f1d5d1bce083dc8cde209933c4519bb5c2035988dc4c0740b21e8 in 0.0654206s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dusttemple_alpha.bsp
Hashed f7f6e9a75f3caf3cff4e7855b8e38ea124099b69876994c6d38718485ae780cf46bb5271bed88228486561c75560170608bc2ae1eb1b498628a03c309813e73b in 0.0892168s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dusttemple_beta.bsp
Hashed ecabf3c4a013447e9d390b8b2b3c14ec7b4160ef9b15ecccad8b62b893d18eaf06bb26271d8f1d5d1bce083dc8cde209933c4519bb5c2035988dc4c0740b21e8 in 0.0592541s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dusttemple_small.bsp
Hashed a558b9f381c0ca1970d6b8983cab6449cf9c4dcf8f267efb7ad557b7e0cd110b262e678baffd3b102ab4561469603275939728f361a8c8ae1dc5f2a0681c7ded in 0.0505020s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dusty.bsp
Hashed ea97b37c5c09707343508eff743be332eb89ddcde78a2a5d2bea445591e609a2f279c3d4a2364b10e1470f88e75bcea63ac249c0ac5ace90854e46e137db27a8 in 0.0617011s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dusty_wz_fix.bsp
Hashed 9cd1ab852de6a0db51580a213a6a418c2347d51879b79eaf744c7bcc3f49052f05b07b254c5f79bd56926a156921a5df52887a610ca761f72a0a3b45623fc803 in 0.0320350s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dyablo51.bsp
Hashed a99c3e1a569e7abdb20a1e3dd431b8d992aa97173e0bf853dfe545b0ae8c0bf69c51110e0109620e3b7c5c77d7c04e493597706042e4cdc88440a0f0ca1f2e34 in 0.0561719s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dyablo51v_2.bsp
Hashed 0637a62d1a7345a8134bcc862e420bedcbaccfa88f109d2e5f585cd4e38772e440792511849ebebb832acebad466ef7cc651ce384dac19d81022aebc76f50c33 in 0.1837318s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dyd_axn_sky_s.bsp
Hashed 427ac5abe8ca62b14e9afa74129de2fbb4f9d0f40b8febc716b6fc7e0ef865eb8a6fee58e12aba009d961845a5dbef219fe3080130710b6a6e00ded324bd267b in 0.0678335s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dying.bsp
Hashed 4d364215bbbfb8cb48065852d7247f3b033212c8ae23c6f4e47e0aee48c7ce9d554503b544f8570e91fab288b04f86b86cfcde485a976ddf078ff15f95f6f194 in 0.2320669s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dynasty.bsp
Hashed 95a8ec823a073ca12a48d50baee04b583ff73b15e6aa0765356effb107d81a90e8d14ef13f5925354cec5a99ecf03703ca87548802222e925b95a35050d2205c in 0.2198428s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_dynastyv2.bsp
Hashed 58f5b83dcccbe01a4d613306d7a4967a20ebfe087dc91dafc99aa1e944c45a5c03271480f738817489b7796989fb94c24f69ba42c07543fef313d1adddfb2661 in 0.4291881s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_earnest.bsp
Hashed f0644acd72eedab13512d72aef88269107f9f4fadc7e2f688f5e5b7fcad975ca4e0f849694a022c402916d7ea1aa4bfae22755428e96740bf76e1eb8f21622af in 0.0487877s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_easy.bsp
Hashed f0644acd72eedab13512d72aef88269107f9f4fadc7e2f688f5e5b7fcad975ca4e0f849694a022c402916d7ea1aa4bfae22755428e96740bf76e1eb8f21622af in 0.0344489s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_easy3.bsp
Hashed 7a132ad39985115f1299a5a8693da95adb0f0f4f3cbdf3dafbfcb3a32086af93569f9fddf99a662741b175dcce850e4c9db540353d189f424fc0b4072c110c32 in 0.1563587s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_easy_despondent.bsp
Hashed 4b533bc9aeb088d631b8f6ad4d706be29c7e23f5b6ef913617c9eddbb9ce5746d960ecadf51982bf2a618f8496aaf87f60a528846038f71750ef50b03fc58617 in 0.0715136s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_easy_dream_2.bsp
Hashed c701d7b2346d896f92b1465eeeb7e0cb624c982aff582e961fb7f16312475290ad46cba24edcddedbb20dc56e81d3f5d51bb550ef9ce670ef123178efd635b77 in 0.2109715s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_easy_duality.bsp
Hashed 4d45dc40b372177fa15437dea14c2faca83a81bcdc0a0c914e3a3d947e4e68d4335a03ff7f04e60976a334c769e93b3765d03e582bc49a5a369630928922a0f9 in 0.0585156s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_easy_eazy1.bsp
Hashed 1635238b300f80c9888d794592f739ff315b3ce624aae809a511e235c94030bfac70d9d5c4d9c755843147ccd6b07076d7a843a9c0667b806775f0c730a093ee in 0.1060362s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_easy_eazy2.bsp
Hashed 11d1bd9524b388ae14d7f78e0954518d98b07162ed87baabb422727ea4159b4ddb291b5d23a8e91deffdb29fc78b523b17a18d4b1820e4d86d7866cad4d78f31 in 0.0716143s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_easy_eazy3.bsp
Hashed ff4a298a75feddb02d505ac25e697935e695be0642dc78681ff1b38f8e265fe9aed674cc4f5ece0d3c528f1959cfc0bc98d2cf27cd750864fa2f4de2eaf881d1 in 0.0500538s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_easy_metal.bsp
Hashed 0d00e20ddd17fce0b9887368db87013a9e590da464aa1f3633249f6a8b94691fa25a803d3eff4502058d24b3826877db740856a0c301fcc36f1b713d5864f5b5 in 0.1787022s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_easy_minion_css.bsp
Hashed e1705824b303a8f910eff4160c2aefd49679f516e42e1432f3a10f445fe1546899976c9b67e12ac22995aa34a8915200b1deb7823670fab03c7b19c359b8b621 in 0.0329768s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_easy_project.bsp
Hashed 7c6e0bb6939dfbb03f8bcbe61b57d114623b7f790b6eee9af63141edaf35499f9d8ae4fadacb8ca9f8e2f4d6491cb1cc325a573ae49bcbf9d8aa3f34a47992a4 in 0.4225520s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_easy_questionmark.bsp
Hashed c102518adda3c9d3e7f83e8e7b7e771172031214bb9462f0f9d786e10583aac06ca440ecb8cc01d62688f3d7321cb43d8a9a92681fd6a8bf44195681421ec7fd in 0.0205472s -- E:/bm\fastdl\sojourner.me\fastdl\maps_bsps\bhop_easy_red.bsp
